"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Kmt5a",0,0.603917874465098,0.639,0.323,0,"SMC_1","Kmt5a"
"Slc25a23",0,0.602566531783119,0.473,0.104,0,"SMC_1","Slc25a23"
"Adarb1",0,0.600334321286346,0.639,0.287,0,"SMC_1","Adarb1"
"Itga3",0,0.600242706039214,0.386,0.023,0,"SMC_1","Itga3"
"Chd6",0,0.599198564942649,0.665,0.366,0,"SMC_1","Chd6"
"Bri3",0,0.5988245302218,0.945,0.787,0,"SMC_1","Bri3"
"Ndufb3",0,0.598526674563796,0.854,0.607,0,"SMC_1","Ndufb3"
"Neo1",0,0.59784578930241,0.657,0.322,0,"SMC_1","Neo1"
"Atp8b1",0,0.594313396274196,0.526,0.191,0,"SMC_1","Atp8b1"
"Nes",0,0.592786291126215,0.495,0.142,0,"SMC_1","Nes"
"Gstm1",0,0.591427983141013,0.978,0.794,0,"SMC_1","Gstm1"
"Gm11627",0,0.589573871585964,0.394,0.056,0,"SMC_1","Gm11627"
"Pcgf5",0,0.587986452639653,0.548,0.217,0,"SMC_1","Pcgf5"
"Slc25a4",0,0.587512409140212,0.968,0.821,0,"SMC_1","Slc25a4"
"Vasp",0,0.586731072142704,0.603,0.238,0,"SMC_1","Vasp"
"Chd3",0,0.586601673242285,0.626,0.341,0,"SMC_1","Chd3"
"Pkm",0,0.586490954823334,0.871,0.633,0,"SMC_1","Pkm"
"Itgb3",0,0.585300085499329,0.394,0.055,0,"SMC_1","Itgb3"
"Emb",0,0.584799723653903,0.424,0.099,0,"SMC_1","Emb"
"Ndufb1",0,0.577957356256271,0.945,0.796,0,"SMC_1","Ndufb1"
"mt-Nd1",0,0.577808106652155,0.997,0.981,0,"SMC_1","mt-Nd1"
"Ptprd",0,0.577295330888023,0.591,0.257,0,"SMC_1","Ptprd"
"Syne2",0,0.576570211629653,0.683,0.421,0,"SMC_1","Syne2"
"Thrb",0,0.575748457647857,0.528,0.197,0,"SMC_1","Thrb"
"Asap2",0,0.575390495807693,0.6,0.285,0,"SMC_1","Asap2"
"Cox4i1",0,0.572069765395528,0.99,0.952,0,"SMC_1","Cox4i1"
"Rsu1",0,0.564252537931339,0.847,0.607,0,"SMC_1","Rsu1"
"Pdgfd",0,0.563312798848871,0.528,0.164,0,"SMC_1","Pdgfd"
"Specc1",0,0.562776066339531,0.394,0.092,0,"SMC_1","Specc1"
"Palld",0,0.562732877583466,0.456,0.16,0,"SMC_1","Palld"
"Mfhas1",0,0.560301550008992,0.53,0.187,0,"SMC_1","Mfhas1"
"Serpinb6b",0,0.559804801417048,0.458,0.113,0,"SMC_1","Serpinb6b"
"Dusp3",0,0.559251845184479,0.76,0.435,0,"SMC_1","Dusp3"
"Smoc1",0,0.558843369305958,0.648,0.244,0,"SMC_1","Smoc1"
"Cd59a",0,0.556169245582214,0.505,0.169,0,"SMC_1","Cd59a"
"Coro1c",0,0.555325852092254,0.651,0.334,0,"SMC_1","Coro1c"
"Atl3",0,0.553368870170423,0.767,0.506,0,"SMC_1","Atl3"
"Itgb5",0,0.551372467656328,0.866,0.598,0,"SMC_1","Itgb5"
"Pfn1",0,0.550235201596569,0.978,0.873,0,"SMC_1","Pfn1"
"Gpc6",0,0.549560429956637,0.702,0.422,0,"SMC_1","Gpc6"
"Camta1",0,0.548458717795004,0.558,0.243,0,"SMC_1","Camta1"
"Prdm16",0,0.546892027332025,0.386,0.058,0,"SMC_1","Prdm16"
"Map1lc3a",0,0.546773069143614,0.907,0.678,0,"SMC_1","Map1lc3a"
"Ndrg2",0,0.546736411042707,0.809,0.481,0,"SMC_1","Ndrg2"
"Chpt1",0,0.546731917900202,0.768,0.498,0,"SMC_1","Chpt1"
"Atp5k",0,0.545081286733064,0.923,0.734,0,"SMC_1","Atp5k"
"Ehbp1l1",0,0.544398395067044,0.555,0.23,0,"SMC_1","Ehbp1l1"
"Gapdh",0,0.543854922674772,0.968,0.867,0,"SMC_1","Gapdh"
"Zbtb38",0,0.543182705952282,0.793,0.512,0,"SMC_1","Zbtb38"
"Grb14",0,0.542100117369468,0.439,0.118,0,"SMC_1","Grb14"
"Eif1ax",0,0.54170126561615,0.776,0.511,0,"SMC_1","Eif1ax"
"Ktn1",0,0.540701361697623,0.742,0.466,0,"SMC_1","Ktn1"
"Inafm2",0,0.53991136291536,0.399,0.074,0,"SMC_1","Inafm2"
"Khdrbs3",0,0.539611212076402,0.629,0.288,0,"SMC_1","Khdrbs3"
"Ldhb",0,0.538513796100389,0.601,0.268,0,"SMC_1","Ldhb"
"Lars2",0,0.538112294916702,0.959,0.815,0,"SMC_1","Lars2"
"Wscd2",0,0.537824244355055,0.357,0.037,0,"SMC_1","Wscd2"
"Hspa1a",0,0.536397792345901,0.545,0.241,0,"SMC_1","Hspa1a"
"Cd9",0,0.536361368549437,0.991,0.832,0,"SMC_1","Cd9"
"mt-Co2",0,0.535493860322642,0.999,0.995,0,"SMC_1","mt-Co2"
"mt-Nd5",0,0.53473523135179,0.977,0.9,0,"SMC_1","mt-Nd5"
"Crim1",0,0.533480832692738,0.647,0.276,0,"SMC_1","Crim1"
"Snta1",0,0.533301783709583,0.491,0.169,0,"SMC_1","Snta1"
"Unc5c",0,0.532472872372413,0.372,0.082,0,"SMC_1","Unc5c"
"Gk",0,0.530441496158002,0.372,0.049,0,"SMC_1","Gk"
"Pfkp",0,0.53022606572643,0.662,0.378,0,"SMC_1","Pfkp"
"Csde1",0,0.529940317043666,0.934,0.787,0,"SMC_1","Csde1"
"Fmo3",0,0.528486419964458,0.174,0.016,0,"SMC_1","Fmo3"
"Fzd1",0,0.527802358530415,0.548,0.26,0,"SMC_1","Fzd1"
"Cox17",0,0.527009948261106,0.806,0.513,0,"SMC_1","Cox17"
"Anxa11",0,0.526722055365475,0.543,0.217,0,"SMC_1","Anxa11"
"Rgs7bp",0,0.526625137916127,0.347,0.06,0,"SMC_1","Rgs7bp"
"Myo1d",0,0.526026395649271,0.57,0.237,0,"SMC_1","Myo1d"
"Prkg1",0,0.524918229781785,0.459,0.14,0,"SMC_1","Prkg1"
"Nkd1",0,0.521631220659246,0.411,0.095,0,"SMC_1","Nkd1"
"Eef2k",0,0.521305434690536,0.467,0.176,0,"SMC_1","Eef2k"
"Cav2",0,0.520092023102013,0.666,0.235,0,"SMC_1","Cav2"
"Bmpr1b",0,0.519488977716533,0.346,0.049,0,"SMC_1","Bmpr1b"
"Cds2",0,0.519482983876993,0.544,0.213,0,"SMC_1","Cds2"
"Nacc2",0,0.519023696223745,0.493,0.193,0,"SMC_1","Nacc2"
"Atp1b2",0,0.518524314905125,0.42,0.08,0,"SMC_1","Atp1b2"
"Arap2",0,0.518342970290971,0.382,0.068,0,"SMC_1","Arap2"
"Fam126b",0,0.512739166224278,0.447,0.165,0,"SMC_1","Fam126b"
"Zc2hc1a",0,0.511859677398659,0.561,0.258,0,"SMC_1","Zc2hc1a"
"Dag1",0,0.50911149443386,0.847,0.619,0,"SMC_1","Dag1"
"Fyco1",0,0.508798559325623,0.537,0.239,0,"SMC_1","Fyco1"
"Septin9",0,0.508428212699518,0.486,0.148,0,"SMC_1","Septin9"
"Mgat4a",0,0.506484563559647,0.476,0.17,0,"SMC_1","Mgat4a"
"Mtus1",0,0.505537050379532,0.611,0.341,0,"SMC_1","Mtus1"
"Ccdc42",0,0.505083337703007,0.279,0.052,0,"SMC_1","Ccdc42"
"Rftn2",0,0.50166224686,0.509,0.218,0,"SMC_1","Rftn2"
"Vwc2",0,0.50112532177857,0.34,0.088,0,"SMC_1","Vwc2"
"Hey2",0,0.500996416690028,0.411,0.091,0,"SMC_1","Hey2"
"Igsf9b",0,0.500099196697066,0.31,0.02,0,"SMC_1","Igsf9b"
"Col4a5",0,0.499575726496345,0.828,0.505,0,"SMC_1","Col4a5"
"Suclg2",0,0.499298250180087,0.525,0.226,0,"SMC_1","Suclg2"
"Mob2",0,0.498986626388444,0.507,0.219,0,"SMC_1","Mob2"
"Fgf1",0,0.498354155619032,0.341,0.037,0,"SMC_1","Fgf1"
"Rbfox2",0,0.498062043720494,0.674,0.391,0,"SMC_1","Rbfox2"
"Cox6a1",0,0.495934189923199,0.887,0.703,0,"SMC_1","Cox6a1"
"Hipk3",0,0.495643295868948,0.688,0.428,0,"SMC_1","Hipk3"
"Ehd2",0,0.4949562534971,0.823,0.535,0,"SMC_1","Ehd2"
"Ndufa6",0,0.49373100898781,0.902,0.693,0,"SMC_1","Ndufa6"
"Unc45a",0,0.492822318609025,0.475,0.162,0,"SMC_1","Unc45a"
"Rasgrp2",0,0.492461673608186,0.45,0.079,0,"SMC_1","Rasgrp2"
"Sync",0,0.491001265553195,0.338,0.053,0,"SMC_1","Sync"
"Haus8",0,0.487599317728558,0.335,0.081,0,"SMC_1","Haus8"
"Slc24a3",0,0.486640416016065,0.366,0.062,0,"SMC_1","Slc24a3"
"Rasl11a",0,0.485817376914712,0.465,0.117,0,"SMC_1","Rasl11a"
"Fgl2",0,0.485185663525596,0.925,0.554,0,"SMC_1","Fgl2"
"Ndufb7",0,0.484764436248429,0.862,0.645,0,"SMC_1","Ndufb7"
"Lancl3",0,0.483032229146265,0.295,0.015,0,"SMC_1","Lancl3"
"Hdac9",0,0.482704723109433,0.328,0.032,0,"SMC_1","Hdac9"
"Ndufs5",0,0.482506556592623,0.896,0.713,0,"SMC_1","Ndufs5"
"Dctn6",0,0.482141539249183,0.645,0.354,0,"SMC_1","Dctn6"
"Cacnb2",0,0.481943218492908,0.325,0.035,0,"SMC_1","Cacnb2"
"Aebp1",0,0.481876814219997,0.941,0.699,0,"SMC_1","Aebp1"
"Uqcr11",0,0.481315153344855,0.938,0.789,0,"SMC_1","Uqcr11"
"Heyl",0,0.480484760496678,0.568,0.241,0,"SMC_1","Heyl"
"Rbm24",0,0.480079498145273,0.299,0.016,0,"SMC_1","Rbm24"
"Map1lc3b",0,0.479973054472194,0.949,0.818,0,"SMC_1","Map1lc3b"
"Hmgn3",0,0.479910475163986,0.683,0.411,0,"SMC_1","Hmgn3"
"Abracl",0,0.478613028499657,0.714,0.455,0,"SMC_1","Abracl"
"Ndufc1",0,0.477506059874131,0.888,0.694,0,"SMC_1","Ndufc1"
"Cox7a2",0,0.475827025192181,0.955,0.845,0,"SMC_1","Cox7a2"
"Anxa6",0,0.475738346657143,0.771,0.527,0,"SMC_1","Anxa6"
"Ppia",0,0.474359410494134,0.995,0.98,0,"SMC_1","Ppia"
"Lhfp",0,0.474185244961489,0.942,0.692,0,"SMC_1","Lhfp"
"Nupr1",0,0.471637384236246,0.945,0.69,0,"SMC_1","Nupr1"
"Arpc2",0,0.471092550234082,0.955,0.826,0,"SMC_1","Arpc2"
"Ndufa12",0,0.470567970159414,0.755,0.508,0,"SMC_1","Ndufa12"
"Msi2",0,0.469071724001034,0.682,0.387,0,"SMC_1","Msi2"
"Mmp17",0,0.46871790867685,0.307,0.019,0,"SMC_1","Mmp17"
"Ppp1r12c",0,0.468177000313428,0.553,0.258,0,"SMC_1","Ppp1r12c"
"Stum",0,0.467197095611941,0.292,0.009,0,"SMC_1","Stum"
"Large1",0,0.464884468225597,0.446,0.167,0,"SMC_1","Large1"
"B230219D22Rik",0,0.463288075881518,0.788,0.546,0,"SMC_1","B230219D22Rik"
"Fbxo40",0,0.462863012853129,0.291,0.025,0,"SMC_1","Fbxo40"
"B3galt1",0,0.46192422247348,0.358,0.089,0,"SMC_1","B3galt1"
"B3galnt2",0,0.461324911963218,0.415,0.134,0,"SMC_1","B3galnt2"
"Ndufb9",0,0.461318122154808,0.927,0.769,0,"SMC_1","Ndufb9"
"Oat",0,0.459393849085616,0.913,0.725,0,"SMC_1","Oat"
"Map7d1",0,0.458882360883923,0.674,0.406,0,"SMC_1","Map7d1"
"Prkar2a",0,0.457232173052071,0.601,0.335,0,"SMC_1","Prkar2a"
"Prdm6",0,0.457057295069185,0.403,0.118,0,"SMC_1","Prdm6"
"Mical3",0,0.456162174349395,0.465,0.189,0,"SMC_1","Mical3"
"Dgkb",0,0.455334671773101,0.303,0.037,0,"SMC_1","Dgkb"
"Ecm2",0,0.452901194161734,0.878,0.61,0,"SMC_1","Ecm2"
"Tmtc2",0,0.452578223940357,0.36,0.078,0,"SMC_1","Tmtc2"
"Capzb",0,0.451924356695233,0.859,0.636,0,"SMC_1","Capzb"
"Lbh",0,0.451838665075432,0.61,0.329,0,"SMC_1","Lbh"
"Tead3",0,0.451358737043146,0.379,0.102,0,"SMC_1","Tead3"
"Cap1",0,0.45085695669399,0.725,0.468,0,"SMC_1","Cap1"
"Cdc37l1",0,0.449779420163845,0.623,0.364,0,"SMC_1","Cdc37l1"
"Col4a2",0,0.447790624918789,0.834,0.491,0,"SMC_1","Col4a2"
"Slc4a7",0,0.447234221324674,0.448,0.175,0,"SMC_1","Slc4a7"
"Rnf150",0,0.446655506176256,0.431,0.147,0,"SMC_1","Rnf150"
"Brip1",0,0.444480714991588,0.262,0.043,0,"SMC_1","Brip1"
"2900026A02Rik",0,0.442049157878198,0.501,0.231,0,"SMC_1","2900026A02Rik"
"Ap3m1",0,0.441852270436787,0.487,0.21,0,"SMC_1","Ap3m1"
"Kif13a",0,0.437993848287911,0.457,0.186,0,"SMC_1","Kif13a"
"Bik",0,0.437389756968527,0.298,0.029,0,"SMC_1","Bik"
"N6amt1",0,0.436732415231063,0.444,0.188,0,"SMC_1","N6amt1"
"Bcar3",0,0.435269530980795,0.326,0.052,0,"SMC_1","Bcar3"
"Mpc1",0,0.434451110730541,0.767,0.517,0,"SMC_1","Mpc1"
"Calm1",0,0.434214254574381,0.989,0.934,0,"SMC_1","Calm1"
"Anapc7",0,0.432949232664687,0.42,0.166,0,"SMC_1","Anapc7"
"Pdp2",0,0.432129237666629,0.277,0.043,0,"SMC_1","Pdp2"
"Eml2",0,0.431209146981842,0.352,0.078,0,"SMC_1","Eml2"
"Sort1",0,0.429835255867072,0.36,0.073,0,"SMC_1","Sort1"
"Ndufa4",0,0.42970824677289,0.957,0.857,0,"SMC_1","Ndufa4"
"Serf2",0,0.426520955628374,0.991,0.964,0,"SMC_1","Serf2"
"Olfr1033",0,0.425266681658664,0.416,0.181,0,"SMC_1","Olfr1033"
"Zfp651",0,0.425070697091362,0.444,0.196,0,"SMC_1","Zfp651"
"Sema3f",0,0.4202162299665,0.362,0.078,0,"SMC_1","Sema3f"
"Prkaa2",0,0.419251247289939,0.347,0.093,0,"SMC_1","Prkaa2"
"Stom",0,0.418717395575236,0.425,0.103,0,"SMC_1","Stom"
"Ciao2b",0,0.416894936899787,0.639,0.373,0,"SMC_1","Ciao2b"
"Larp1b",0,0.41675786963373,0.381,0.118,0,"SMC_1","Larp1b"
"Gcnt2",0,0.41613800578894,0.331,0.051,0,"SMC_1","Gcnt2"
"Prdm16os",0,0.415410053728472,0.261,0.01,0,"SMC_1","Prdm16os"
"Agl",0,0.415370580586565,0.397,0.145,0,"SMC_1","Agl"
"Mtss1",0,0.414295455017256,0.479,0.134,0,"SMC_1","Mtss1"
"Dlgap1",0,0.41389294246713,0.266,0.027,0,"SMC_1","Dlgap1"
"Atxn1",0,0.413473722324149,0.511,0.252,0,"SMC_1","Atxn1"
"Hspb8",0,0.410971131251,0.511,0.225,0,"SMC_1","Hspb8"
"Ccdc9b",0,0.410627392363909,0.279,0.03,0,"SMC_1","Ccdc9b"
"Shroom3",0,0.410222222612015,0.285,0.041,0,"SMC_1","Shroom3"
"Ndufa2",0,0.40911863889407,0.951,0.83,0,"SMC_1","Ndufa2"
"Trabd2b",0,0.407097150124058,0.365,0.11,0,"SMC_1","Trabd2b"
"Mmd",0,0.404276035126413,0.331,0.065,0,"SMC_1","Mmd"
"Efna5",0,0.401360331040591,0.51,0.246,0,"SMC_1","Efna5"
"Kcnj15",0,0.401323444114934,0.372,0.13,0,"SMC_1","Kcnj15"
"Wdfy1",0,0.400402945129061,0.418,0.182,0,"SMC_1","Wdfy1"
"Ptges3l",0,0.395676920689265,0.283,0.046,0,"SMC_1","Ptges3l"
"Kcnh2",0,0.394968678240347,0.251,0.008,0,"SMC_1","Kcnh2"
"Gjc1",0,0.390485416882333,0.433,0.163,0,"SMC_1","Gjc1"
"mt-Co1",0,0.390411788109758,0.999,0.996,0,"SMC_1","mt-Co1"
"Tub",0,0.390076411981319,0.255,0.032,0,"SMC_1","Tub"
"Trp53inp2",0,0.39000284783151,0.433,0.183,0,"SMC_1","Trp53inp2"
"Dnajb5",0,0.388817688060546,0.292,0.054,0,"SMC_1","Dnajb5"
"Sgca",0,0.386199823430718,0.236,0.008,0,"SMC_1","Sgca"
"Sntb1",0,0.384478475314071,0.264,0.027,0,"SMC_1","Sntb1"
"Insr",0,0.382398465045334,0.449,0.195,0,"SMC_1","Insr"
"Rasl11b",0,0.380161588533811,0.424,0.181,0,"SMC_1","Rasl11b"
"Akt3",0,0.379650338089275,0.456,0.211,0,"SMC_1","Akt3"
"Gldn",0,0.379285606375828,0.223,0.011,0,"SMC_1","Gldn"
"Adgrl1",0,0.377643446737095,0.382,0.147,0,"SMC_1","Adgrl1"
"Tcea3",0,0.372599879032385,0.386,0.156,0,"SMC_1","Tcea3"
"Nrtn",0,0.370988111323181,0.252,0.041,0,"SMC_1","Nrtn"
"Pnck",0,0.370930368910306,0.26,0.027,0,"SMC_1","Pnck"
"Rpl5",0,0.367210508343195,0.988,0.933,0,"SMC_1","Rpl5"
"Fabp3",0,0.366971293605876,0.266,0.035,0,"SMC_1","Fabp3"
"Carmn",0,0.365003238394001,0.239,0.024,0,"SMC_1","Carmn"
"Col4a1",0,0.362969675524081,0.954,0.704,0,"SMC_1","Col4a1"
"Septin6",0,0.361760085920116,0.355,0.133,0,"SMC_1","Septin6"
"Mertk",0,0.360051851191915,0.386,0.11,0,"SMC_1","Mertk"
"Myoz2",0,0.359676658233474,0.192,0.01,0,"SMC_1","Myoz2"
"Cacna1d",0,0.357726248563636,0.281,0.064,0,"SMC_1","Cacna1d"
"Synm",0,0.350864290357189,0.335,0.113,0,"SMC_1","Synm"
"Slc4a3",0,0.349883961472777,0.303,0.088,0,"SMC_1","Slc4a3"
"Sparcl1",0,0.342894690823433,0.729,0.388,0,"SMC_1","Sparcl1"
"Slc22a3",0,0.340329899373047,0.162,0.006,0,"SMC_1","Slc22a3"
"Hdac5",0,0.340245415448955,0.409,0.174,0,"SMC_1","Hdac5"
"Adam33",0,0.34006138158213,0.295,0.065,0,"SMC_1","Adam33"
"Gpx1",0,0.3394959153135,0.938,0.762,0,"SMC_1","Gpx1"
"Glipr1",0,0.339010845963542,0.32,0.067,0,"SMC_1","Glipr1"
"Dhx32",0,0.338820957207309,0.341,0.117,0,"SMC_1","Dhx32"
"Lama5",0,0.336763376652889,0.269,0.033,0,"SMC_1","Lama5"
"St3gal5",0,0.336607486955687,0.339,0.111,0,"SMC_1","St3gal5"
"Chchd2",0,0.33392486000929,0.989,0.957,0,"SMC_1","Chchd2"
"Sorbs1",0,0.331885041603964,0.47,0.208,0,"SMC_1","Sorbs1"
"Micall1",0,0.330074053122056,0.31,0.098,0,"SMC_1","Micall1"
"Pdzd2",0,0.329085082842785,0.483,0.198,0,"SMC_1","Pdzd2"
"Smim5",0,0.326022613137384,0.234,0.056,0,"SMC_1","Smim5"
"Syde2",0,0.325461261447329,0.295,0.084,0,"SMC_1","Syde2"
"Grip2",0,0.324294408487501,0.214,0.011,0,"SMC_1","Grip2"
"Hotairm1",0,0.323921988326843,0.266,0.061,0,"SMC_1","Hotairm1"
"Igsf9",0,0.320648136877507,0.199,0.02,0,"SMC_1","Igsf9"
"Ctps",0,0.320170301666834,0.313,0.105,0,"SMC_1","Ctps"
"Tbxa2r",0,0.319586997762953,0.254,0.045,0,"SMC_1","Tbxa2r"
"Gm49708",0,0.319299848334288,0.198,0.04,0,"SMC_1","Gm49708"
"Ralgapa2",0,0.317683997000335,0.302,0.089,0,"SMC_1","Ralgapa2"
"Irak2",0,0.31748940411029,0.286,0.067,0,"SMC_1","Irak2"
"Pygm",0,0.315544063301616,0.272,0.064,0,"SMC_1","Pygm"
"Eva1c",0,0.312301588115863,0.269,0.074,0,"SMC_1","Eva1c"
"Tnfrsf11a",0,0.311280253303727,0.256,0.04,0,"SMC_1","Tnfrsf11a"
"Fat4",0,0.310374990260041,0.341,0.116,0,"SMC_1","Fat4"
"Amigo2",0,0.308813047335409,0.231,0.03,0,"SMC_1","Amigo2"
"Id4",0,0.308701501463896,0.324,0.101,0,"SMC_1","Id4"
"0610009L18Rik",0,0.306833380106923,0.243,0.057,0,"SMC_1","0610009L18Rik"
"Fgfr2",0,0.305517780897692,0.248,0.049,0,"SMC_1","Fgfr2"
"Popdc2",0,0.305282945594405,0.229,0.038,0,"SMC_1","Popdc2"
"Mettl24",0,0.302763324480061,0.243,0.055,0,"SMC_1","Mettl24"
"Atoh8",0,0.302597721158242,0.231,0.045,0,"SMC_1","Atoh8"
"Mia",0,0.302001437331429,0.173,0.019,0,"SMC_1","Mia"
"Atcayos",0,0.300594043119623,0.18,0.008,0,"SMC_1","Atcayos"
"Zfp367",0,0.29943324182283,0.277,0.075,0,"SMC_1","Zfp367"
"Fgf13",0,0.296748726838419,0.232,0.049,0,"SMC_1","Fgf13"
"Slc22a2",0,0.29612125303988,0.121,0.005,0,"SMC_1","Slc22a2"
"Map7d2",0,0.294007591677026,0.225,0.057,0,"SMC_1","Map7d2"
"Cav3",0,0.293701924822173,0.222,0.034,0,"SMC_1","Cav3"
"Gm830",0,0.290622515707287,0.183,0.012,0,"SMC_1","Gm830"
"Msra",0,0.289979520813925,0.276,0.077,0,"SMC_1","Msra"
"Rab27b",0,0.289765908278551,0.216,0.028,0,"SMC_1","Rab27b"
"Fbln5",0,0.288282157085924,0.95,0.693,0,"SMC_1","Fbln5"
"Bdnf",0,0.283492454088078,0.255,0.061,0,"SMC_1","Bdnf"
"Pip5k1b",0,0.280892896686464,0.176,0.01,0,"SMC_1","Pip5k1b"
"Cobll1",0,0.279813831990215,0.276,0.074,0,"SMC_1","Cobll1"
"Chst3",0,0.277003632547606,0.208,0.025,0,"SMC_1","Chst3"
"Il17b",0,0.275514377773406,0.16,0.003,0,"SMC_1","Il17b"
"Tbc1d1",0,0.275338837181286,0.29,0.094,0,"SMC_1","Tbc1d1"
"Ccdc68",0,0.274434169817214,0.208,0.041,0,"SMC_1","Ccdc68"
"Fjx1",0,0.273221328834361,0.201,0.041,0,"SMC_1","Fjx1"
"Abra",0,0.270834977907341,0.144,0.011,0,"SMC_1","Abra"
"Wnt16",0,0.268713048412251,0.193,0.026,0,"SMC_1","Wnt16"
"Pgr",0,0.268290579710176,0.174,0.018,0,"SMC_1","Pgr"
"Inka2",0,0.266588575480994,0.213,0.037,0,"SMC_1","Inka2"
"Fam81a",0,0.265287612979165,0.167,0.009,0,"SMC_1","Fam81a"
"Ppp1r3b",0,0.258925545629381,0.173,0.012,0,"SMC_1","Ppp1r3b"
"Gm13861",0,0.257174237722378,0.148,0.009,0,"SMC_1","Gm13861"
"Ctnna3",0,0.254484468902395,0.177,0.015,0,"SMC_1","Ctnna3"
"Bex4",0,0.253421642664775,0.135,0.008,0,"SMC_1","Bex4"
"Ano1",0,0.251614001993514,0.225,0.048,0,"SMC_1","Ano1"
"Ppef1",0,0.250490741297479,0.127,0.009,0,"SMC_1","Ppef1"
"Tpt1",0,-0.422906534406531,0.998,0.998,0,"SMC_1","Tpt1"
"Glt8d2",0,-0.434040131264206,0.015,0.229,0,"SMC_1","Glt8d2"
"Rab3il1",0,-0.449797792815674,0.007,0.226,0,"SMC_1","Rab3il1"
"Rpl11",0,-0.456966978513827,0.991,0.982,0,"SMC_1","Rpl11"
"Sema6d",0,-0.467954759002066,0.014,0.23,0,"SMC_1","Sema6d"
"Cdk14",0,-0.469533719355264,0.073,0.313,0,"SMC_1","Cdk14"
"Rps19",0,-0.475470807887788,0.991,0.977,0,"SMC_1","Rps19"
"Rasa3",0,-0.477649997424428,0.044,0.278,0,"SMC_1","Rasa3"
"Gprc5b",0,-0.478731133413031,0.021,0.264,0,"SMC_1","Gprc5b"
"Plekha6",0,-0.479180057116763,0.006,0.214,0,"SMC_1","Plekha6"
"Rps12",0,-0.480928929527918,0.996,0.989,0,"SMC_1","Rps12"
"Cmtm3",0,-0.488218716256234,0.019,0.265,0,"SMC_1","Cmtm3"
"Rpsa",0,-0.489154128628354,0.994,0.979,0,"SMC_1","Rpsa"
"1700019D03Rik",0,-0.498695692357195,0.014,0.235,0,"SMC_1","1700019D03Rik"
"Ppl",0,-0.507112687870355,0.009,0.236,0,"SMC_1","Ppl"
"Pdpn",0,-0.508713975166398,0.009,0.261,0,"SMC_1","Pdpn"
"Rftn1",0,-0.51058878711475,0.02,0.265,0,"SMC_1","Rftn1"
"Rps4x",0,-0.511448162914121,0.993,0.984,0,"SMC_1","Rps4x"
"Hfe",0,-0.51205026820821,0.025,0.26,0,"SMC_1","Hfe"
"Dnm1",0,-0.516932476503252,0.004,0.27,0,"SMC_1","Dnm1"
"Apbb1ip",0,-0.526913498394759,0.049,0.281,0,"SMC_1","Apbb1ip"
"Oaf",0,-0.559855062915373,0.054,0.3,0,"SMC_1","Oaf"
"Eps8",0,-0.561804150885105,0.024,0.268,0,"SMC_1","Eps8"
"Vsir",0,-0.563175539693683,0.009,0.224,0,"SMC_1","Vsir"
"Rps28",0,-0.569692795471509,0.992,0.986,0,"SMC_1","Rps28"
"Slc44a1",0,-0.582580066022125,0.191,0.44,0,"SMC_1","Slc44a1"
"Emilin2",0,-0.588551414262956,0.004,0.216,0,"SMC_1","Emilin2"
"Lmo2",0,-0.589942905194296,0.005,0.236,0,"SMC_1","Lmo2"
"Laptm4a",0,-0.599877694314489,0.948,0.93,0,"SMC_1","Laptm4a"
"Sh3kbp1",0,-0.601308765789558,0.074,0.338,0,"SMC_1","Sh3kbp1"
"Anpep",0,-0.603420195241817,0.025,0.31,0,"SMC_1","Anpep"
"Ptgfr",0,-0.615704529218236,0.002,0.228,0,"SMC_1","Ptgfr"
"Stxbp6",0,-0.640852454926039,0.053,0.318,0,"SMC_1","Stxbp6"
"Bmp1",0,-0.649364196911163,0.197,0.439,0,"SMC_1","Bmp1"
"Tmem119",0,-0.65972977942375,0.018,0.305,0,"SMC_1","Tmem119"
"Bmp4",0,-0.676407764558794,0.025,0.255,0,"SMC_1","Bmp4"
"Ppib",0,-0.676465168611017,0.916,0.916,0,"SMC_1","Ppib"
"Arpc1b",0,-0.678610717081406,0.8,0.842,0,"SMC_1","Arpc1b"
"Sp100",0,-0.680091819015105,0.013,0.272,0,"SMC_1","Sp100"
"Litaf",0,-0.680316134924052,0.103,0.405,0,"SMC_1","Litaf"
"Septin11",0,-0.687679136415964,0.199,0.452,0,"SMC_1","Septin11"
"Bace2",0,-0.690331410272917,0.011,0.292,0,"SMC_1","Bace2"
"Tapbp",0,-0.694649617982905,0.429,0.633,0,"SMC_1","Tapbp"
"Itpr2",0,-0.700966955889093,0.054,0.363,0,"SMC_1","Itpr2"
"Psmb10",0,-0.702566920067132,0.096,0.388,0,"SMC_1","Psmb10"
"Ifitm2",0,-0.730638633341798,0.933,0.933,0,"SMC_1","Ifitm2"
"Slc16a2",0,-0.738413901995636,0.114,0.405,0,"SMC_1","Slc16a2"
"Ebf2",0,-0.738691128911791,0.002,0.263,0,"SMC_1","Ebf2"
"Podn",0,-0.740590131726801,0.016,0.281,0,"SMC_1","Podn"
"Shisa5",0,-0.742139775996201,0.332,0.595,0,"SMC_1","Shisa5"
"Fyn",0,-0.743202495949127,0.059,0.374,0,"SMC_1","Fyn"
"Jak1",0,-0.745523109280949,0.476,0.678,0,"SMC_1","Jak1"
"Mdk",0,-0.7498886351907,0.069,0.305,0,"SMC_1","Mdk"
